Name,Pstng Date,Weekly_Period,transaction_count,transaction_flow_mean,transaction_flow_total
ID10,2025-02-10,2025-02-W3,130,-153.3768350769231,-19938.98856
ID10,2025-02-13,2025-02-W3,22,-326.7110395454545,-7187.64287
ID10,2025-02-14,2025-02-W3,25,-1111.3632220000002,-27784.080550000002
ID10,2025-02-15,2025-02-W3,143,-126.3575406993007,-18069.12832
ID10,2025-02-16,2025-02-W3,31,-21.582572580645163,-669.05975
ID10,2025-02-17,2025-02-W4,216,660.0878114814814,142578.96727999998
ID10,2025-02-20,2025-02-W4,9,-757.1579388888889,-6814.42145
ID10,2025-02-21,2025-02-W4,5,-9039.4371,-45197.1855
ID10,2025-02-22,2025-02-W4,86,-31.86596872093023,-2740.47331
ID10,2025-02-23,2025-02-W4,5,34675.666692,173378.33346
ID10,2025-02-24,2025-03-W1,67,-5305.518541940299,-355469.74231
ID10,2025-02-27,2025-03-W1,18,1659.2770272222222,29866.98649
ID10,2025-02-28,2025-03-W1,77,-128.34306896103897,-9882.41631
ID10,2025-03-01,2025-03-W1,112,4098.986663928571,459086.50636
ID10,2025-03-02,2025-03-W1,51,-3229.553521176471,-164707.22958
ID10,2025-03-03,2025-03-W2,127,-214.74674417322834,-27272.836509999997
ID10,2025-03-06,2025-03-W2,22,-395.7187918181819,-8705.813420000002
ID10,2025-03-07,2025-03-W2,40,-323.67700725000003,-12947.080290000002
ID10,2025-03-08,2025-03-W2,93,-10.759923548387098,-1000.67289
ID10,2025-03-09,2025-03-W2,28,-263.0997335714286,-7366.79254
ID10,2025-03-10,2025-03-W3,67,-245.6918095522388,-16461.35124
ID10,2025-03-13,2025-03-W3,10,-430.01090999999997,-4300.1091
ID10,2025-03-14,2025-03-W3,23,-112.28633130434784,-2582.5856200000003
ID10,2025-03-15,2025-03-W3,268,-62.4408153358209,-16734.13851
ID10,2025-03-16,2025-03-W3,50,-22.9764308,-1148.82154
ID10,2025-03-17,2025-03-W4,177,309.4336281355932,54769.752179999996
ID10,2025-03-20,2025-03-W4,30,-235.79726766666667,-7073.91803
ID10,2025-03-21,2025-03-W4,232,-594.680405387931,-137965.85405
ID10,2025-03-24,2025-03-W5,84,2639.88038,221749.95192
ID10,2025-03-27,2025-03-W5,31,-10453.295287096773,-324052.1539
ID10,2025-03-28,2025-03-W5,54,-835.0059864814814,-45090.32326999999
ID10,2025-03-29,2025-03-W5,143,-52.7290248951049,-7540.25056
ID10,2025-03-30,2025-03-W5,54,-19.689354074074075,-1063.22512
ID10,2025-03-31,2025-04-W1,72,292.9970659722222,21095.788749999996
ID10,2025-04-03,2025-04-W1,14,34705.01081357143,485870.15139
ID10,2025-04-04,2025-04-W1,53,-4818.2167781132075,-255365.48924
ID10,2025-04-05,2025-04-W1,112,-264.7803467857143,-29655.39884
ID10,2025-04-06,2025-04-W1,25,-332.716118,-8317.90295
ID10,2025-04-10,2025-04-W2,35,-912.0430748571429,-31921.50762
ID10,2025-04-11,2025-04-W2,58,-64.2047974137931,-3723.8782499999998
ID10,2025-04-12,2025-04-W2,151,-44.57277324503311,-6730.48876
ID10,2025-04-13,2025-04-W2,58,-21.369367241379308,-1239.4233
ID10,2025-04-14,2025-04-W3,119,754.9062185714286,89833.84001
ID10,2025-04-17,2025-04-W3,8,-9117.05625875,-72936.45007
ID10,2025-04-18,2025-04-W3,559,405.33156445438283,226580.34453
ID10,2025-04-26,2025-04-W4,159,-1780.910728679245,-283164.80585999996
ID10,2025-04-27,2025-04-W4,41,-89.71820292682926,-3678.44632
ID10,2025-04-28,2025-05-W1,115,2085.0734847826084,239783.45075
ID10,2025-05-02,2025-05-W1,61,4064.4877770491803,247933.7544
ID10,2025-05-03,2025-05-W1,52,-3517.973966730769,-182934.64627
ID10,2025-05-04,2025-05-W1,15,-19.106047999999998,-286.59072
ID10,2025-05-05,2025-05-W2,69,649.8591784057971,44840.28331
ID10,2025-05-08,2025-05-W2,57,-430.27119614035087,-24525.458179999998
ID10,2025-05-09,2025-05-W2,9,-3415.0680044444443,-30735.61204
ID10,2025-05-10,2025-05-W2,129,-130.1044899224806,-16783.479199999998
ID10,2025-05-11,2025-05-W2,23,-66.2768052173913,-1524.3665199999998
ID10,2025-05-12,2025-05-W3,248,-96.00437322580646,-23809.084560000003
ID10,2025-05-15,2025-05-W3,29,-117.60738517241379,-3410.61417
ID10,2025-05-16,2025-05-W3,10,-1425.188405,-14251.88405
ID10,2025-05-17,2025-05-W3,126,-54.11195714285714,-6818.1066
ID10,2025-05-19,2025-05-W4,81,1204.8192074074072,97590.35579999999
ID10,2025-05-22,2025-05-W4,16,-2533.619645625,-40537.91433
ID10,2025-05-23,2025-05-W4,21,-376.06796857142854,-7897.427339999999
ID10,2025-05-24,2025-05-W4,101,1733.8239739603962,175116.22137
ID10,2025-05-25,2025-05-W4,16,-22925.885333125,-366814.16533
ID10,2025-05-26,2025-06-W1,80,12.112980749999997,969.0384599999998
ID10,2025-05-29,2025-06-W1,15,-125.57951666666666,-1883.69275
ID10,2025-05-30,2025-06-W1,40,9092.267980249997,363690.7192099999
ID10,2025-05-31,2025-06-W1,144,-1712.8174065972225,-246645.70655000003
ID10,2025-06-05,2025-06-W2,5,41300.89602200001,206504.48011000003
ID10,2025-06-06,2025-06-W2,34,-51.557258235294114,-1752.94678
ID10,2025-06-07,2025-06-W2,60,-266.6975888333333,-16001.85533
ID10,2025-06-08,2025-06-W2,36,-55.915817222222216,-2012.96942
ID10,2025-06-09,2025-06-W3,64,-467.77869999999996,-29937.836799999997
ID10,2025-06-12,2025-06-W3,29,-1446.33755,-41943.78895
ID10,2025-06-13,2025-06-W3,32,-44.600372812500005,-1427.2119300000002
ID10,2025-06-14,2025-06-W3,310,-42.0725875483871,-13042.50214
ID10,2025-06-15,2025-06-W3,27,-29.789643333333334,-804.32037
ID10,2025-06-16,2025-06-W4,35,-681.6753939999999,-23858.638789999997
ID10,2025-06-19,2025-06-W4,16,3959.07560625,63345.2097
ID10,2025-06-20,2025-06-W4,49,-540.9184716326531,-26505.005110000002
ID10,2025-06-21,2025-06-W4,68,-1017.1004570588236,-69162.83108
ID10,2025-06-22,2025-06-W4,39,777.4646694871792,30321.12210999999
ID10,2025-06-23,2025-06-W5,170,721.6371659411766,122678.31821000001
ID10,2025-06-26,2025-06-W5,18,-36987.48665777777,-665774.75984
ID10,2025-06-27,2025-06-W5,245,1743.609225632653,427184.26028
ID10,2025-06-28,2025-06-W5,3,99863.50508666667,299590.51526
ID10,2025-07-03,2025-07-W1,144,-694.8500631249999,-100058.40908999999
ID10,2025-07-04,2025-07-W1,44,-18.8482925,-829.32487
ID10,2025-07-05,2025-07-W1,60,-298.12100399999997,-17887.26024
ID10,2025-07-06,2025-07-W1,96,-295.6457392708333,-28381.99097
ID10,2025-07-07,2025-07-W2,69,-709.003296231884,-48921.227439999995
ID10,2025-07-10,2025-07-W2,29,-384.1692179310345,-11140.90732
ID10,2025-07-11,2025-07-W2,38,-157.92486078947368,-6001.1447100000005
ID10,2025-07-12,2025-07-W2,144,-120.52962215277778,-17356.26559
ID10,2025-07-13,2025-07-W2,31,-202.2787603225806,-6270.641569999999
ID10,2025-07-14,2025-07-W3,49,-374.1240687755102,-18332.07937
ID10,2025-07-17,2025-07-W3,6,-1128.533115,-6771.19869
ID10,2025-07-18,2025-07-W3,202,-67.34101826732673,-13602.88569
ID10,2025-07-20,2025-07-W3,113,-72.91115663716813,-8238.9607
ID10,2025-07-21,2025-07-W4,82,1396.5247015853656,114515.02552999998
ID10,2025-07-24,2025-07-W4,80,2147.708850125,171816.70801
ID10,2025-07-25,2025-07-W4,75,-4413.104681333332,-330982.8510999999
ID10,2025-07-26,2025-07-W4,246,-55.61472727642277,-13681.22291
ID10,2025-07-27,2025-07-W4,49,-56.956426530612234,-2790.8648999999996
ID10,2025-07-28,2025-08-W1,79,-137.35029924050633,-10850.673639999999
ID10,2025-07-31,2025-08-W1,17,30067.977230588236,511155.61292
ID10,2025-08-01,2025-08-W1,41,-3819.385056341464,-156594.78731
ID10,2025-08-02,2025-08-W1,63,-295.1346819047619,-18593.48496
ID10,2025-08-03,2025-08-W1,14,-1771.359747142857,-24799.03646
ID10,2025-08-04,2025-08-W2,67,-276.04948119402985,-18495.31524
ID10,2025-08-07,2025-08-W2,29,-585.545564137931,-16980.821359999998
ID10,2025-08-08,2025-08-W2,69,-192.94633579710145,-13313.29717
ID10,2025-08-09,2025-08-W2,136,-27.936493970588234,-3799.36318
ID10,2025-08-10,2025-08-W2,62,-287.20715354838705,-17806.84352
ID10,2025-08-11,2025-08-W3,93,-167.00556462365589,-15531.517509999998
ID10,2025-08-14,2025-08-W3,13,-202.13082307692306,-2627.7007
ID10,2025-08-15,2025-08-W3,44,-153.49740954545453,-6753.88602
ID10,2025-08-16,2025-08-W3,184,-24.634912391304347,-4532.82388
ID10,2025-08-18,2025-08-W4,132,739.0065740151516,97548.86777000001
ID10,2025-08-21,2025-08-W4,1,-6.330799999999999,-6.330799999999999
ID10,2025-08-22,2025-08-W4,59,-722.686883220339,-42638.526110000006
ID10,2025-08-23,2025-08-W4,102,4053.257810588235,413432.29667999997
ID10,2025-08-24,2025-08-W4,42,-13992.295331666668,-587676.40393
ID10,2025-08-25,2025-08-W5,114,113.01043745614035,12883.18987
ID10,2025-08-28,2025-08-W5,6,-314.7915483333333,-1888.74929
ID10,2025-08-29,2025-08-W5,39,14303.194658205128,557824.59167
ID10,2025-08-30,2025-08-W5,245,-1712.3359912653063,-419522.31786000007
ID10,2025-08-31,2025-08-W5,40,-106.308282,-4252.33128
ID10,2025-09-01,2025-09-W1,53,-421.4164060377358,-22335.069519999997
ID10,2025-09-04,2025-09-W1,26,-618.9911853846154,-16093.77082
ID10,2025-09-05,2025-09-W1,18,-79.81068777777779,-1436.59238
ID10,2025-09-06,2025-09-W1,198,-63.77845141414141,-12628.13338
ID10,2025-09-07,2025-09-W1,42,-273.92488714285713,-11504.84526
ID10,2025-09-08,2025-09-W2,100,-132.38757969999997,-13238.757969999999
ID10,2025-09-11,2025-09-W2,43,-706.4736925581395,-30378.36878
ID10,2025-09-12,2025-09-W2,60,-56.69192866666666,-3401.51572
ID10,2025-09-13,2025-09-W2,129,-74.6559442635659,-9630.616810000001
ID10,2025-09-14,2025-09-W2,40,-1191.6971282499997,-47667.88512999999
ID10,2025-09-15,2025-09-W3,112,779.9468066964286,87354.04235
ID10,2025-09-18,2025-09-W3,11,-2968.649446363637,-32655.143910000003
ID10,2025-09-19,2025-09-W3,51,-168.450348627451,-8590.96778
ID10,2025-09-20,2025-09-W3,167,-56.35488706586826,-9411.26614
ID10,2025-09-21,2025-09-W3,34,-1574.5767267647057,-53535.60870999999
ID10,2025-09-22,2025-09-W4,94,3240.230187553192,304581.63763000007
ID10,2025-09-25,2025-09-W4,22,-14054.381014090906,-309196.38230999996
ID10,2025-09-26,2025-09-W4,43,-148.014218372093,-6364.611389999999
ID10,2025-09-27,2025-09-W4,154,-75.1336937012987,-11570.588829999999
ID10,2025-09-29,2025-10-W1,122,3961.667267786885,483323.40667
ID10,2025-10-02,2025-10-W1,12,-28124.31095,-337491.7314
ID10,2025-10-03,2025-10-W1,43,-143.34276186046512,-6163.73876
ID10,2025-10-04,2025-10-W1,109,-66.35232403669725,-7232.40332
ID10,2025-10-05,2025-10-W1,45,-493.64056733333337,-22213.825530000002
ID10,2025-10-06,2025-10-W2,116,43.061815862068975,4995.170640000001
ID10,2025-10-09,2025-10-W2,12,-1520.0293633333333,-18240.35236
ID10,2025-10-10,2025-10-W2,46,-277.8560880434783,-12781.380050000002
ID10,2025-10-11,2025-10-W2,106,-38.60518764150943,-4092.1498899999997
ID10,2025-10-12,2025-10-W2,48,-139.3152320833333,-6687.1311399999995
ID10,2025-10-13,2025-10-W3,80,-123.65580025,-9892.46402
ID10,2025-10-16,2025-10-W3,15,-142.80481266666666,-2142.07219
ID10,2025-10-17,2025-10-W3,47,-310.84823723404253,-14609.86715
ID10,2025-10-18,2025-10-W3,143,-24.509715384615387,-3504.8893000000003
ID10,2025-10-19,2025-10-W3,71,-23.881467887323943,-1695.58422
ID10,2025-10-20,2025-10-W4,258,61.17876038759691,15784.120180000004
ID10,2025-10-23,2025-10-W4,18,-92.36134777777778,-1662.5042600000002
ID10,2025-10-24,2025-10-W4,79,4949.592994177216,391017.84654
ID10,2025-10-25,2025-10-W4,163,-4324.113526932514,-704830.5048899999
ID10,2025-10-26,2025-10-W4,46,386.2106197826088,17765.688510000004
ID10,2025-10-27,2025-11-W1,135,-84.09523681481481,-11352.856969999999
ID10,2025-10-30,2025-11-W1,58,18812.06916275862,1091100.01144
ID10,2025-10-31,2025-11-W1,51,-10093.319732941176,-514759.30637999997
KR10,2025-01-02,2025-01-W1,46,-227.11322065217388,-10447.208149999999
KR10,2025-01-03,2025-01-W1,15,1272.2258313333332,19083.387469999998
KR10,2025-01-04,2025-01-W1,31,-0.7562890322580584,-23.44495999999981
KR10,2025-01-05,2025-01-W1,16,543.0587793750001,8688.940470000001
KR10,2025-01-06,2025-01-W2,43,-235.44185604651162,-10123.99981
KR10,2025-01-09,2025-01-W2,47,-1596.0883036170212,-75016.15027
KR10,2025-01-10,2025-01-W2,41,-2887.577503658537,-118390.67765000001
KR10,2025-01-11,2025-01-W2,179,174.80827391061453,31290.68103
KR10,2025-01-12,2025-01-W2,20,7605.2530615,152105.06123
KR10,2025-01-13,2025-01-W3,33,-1953.4925636363637,-64465.2546
KR10,2025-01-16,2025-01-W3,36,780.3348116666666,28092.053219999998
KR10,2025-01-17,2025-01-W3,32,674.8970971874999,21596.707109999996
KR10,2025-01-18,2025-01-W3,138,-4.140297971014501,-571.3611200000012
KR10,2025-01-19,2025-01-W3,13,220.24733461538443,2863.2153499999977
KR10,2025-01-20,2025-01-W4,82,-6063.104274146342,-497174.55048
KR10,2025-01-23,2025-01-W4,1,4.25655,4.25655
KR10,2025-01-25,2025-01-W4,49,-4469.053564285715,-218983.62465
KR10,2025-01-26,2025-01-W4,10,267.5435830000001,2675.4358300000013
KR10,2025-01-27,2025-02-W1,56,6773.772941607143,379331.28473
KR10,2025-01-30,2025-02-W1,23,3774.279397826087,86808.42615
KR10,2025-01-31,2025-02-W1,101,15290.302498910893,1544320.55239
KR10,2025-02-01,2025-02-W1,27,301.8448574074074,8149.8111499999995
KR10,2025-02-02,2025-02-W1,27,-2844.8921051851853,-76812.08684
KR10,2025-02-03,2025-02-W2,41,-457.8606885365854,-18772.288230000002
KR10,2025-02-06,2025-02-W2,39,-854.0944174358974,-33309.68228
KR10,2025-02-07,2025-02-W2,24,289.1444941666667,6939.467860000001
KR10,2025-02-08,2025-02-W2,64,-453.972058125,-29054.21172
KR10,2025-02-09,2025-02-W2,9,7275.223851111111,65477.01466
KR10,2025-02-10,2025-02-W3,46,-5888.849691956521,-270887.08583
KR10,2025-02-13,2025-02-W3,48,601.3511506250001,28864.85523
KR10,2025-02-14,2025-02-W3,36,-908.0473586111111,-32689.70491
KR10,2025-02-15,2025-02-W3,111,-92.32965837837838,-10248.59208
KR10,2025-02-16,2025-02-W3,21,-131.03140619047622,-2751.6595300000004
KR10,2025-02-17,2025-02-W4,25,-5087.0451948,-127176.12986999999
KR10,2025-02-20,2025-02-W4,49,106.66114795918361,5226.396249999997
KR10,2025-02-21,2025-02-W4,57,-548.8832282456141,-31286.34401
KR10,2025-02-22,2025-02-W4,147,-696.6652168707483,-102409.78688
KR10,2025-02-23,2025-02-W4,29,588.6130779310346,17069.779260000003
KR10,2025-02-24,2025-03-W1,72,-30472.064457083336,-2193988.64091
KR10,2025-02-27,2025-03-W1,43,-2367.745584651163,-101813.06014
KR10,2025-02-28,2025-03-W1,195,15828.104525076922,3086480.38239
KR10,2025-03-02,2025-03-W1,84,-18799.618887261902,-1579167.9865299999
KR10,2025-03-03,2025-03-W2,38,-945.5294018421054,-35930.11727
KR10,2025-03-06,2025-03-W2,10,715.5583899999999,7155.5839
KR10,2025-03-07,2025-03-W2,35,-166.7007137142857,-5834.52498
KR10,2025-03-08,2025-03-W2,75,-20.693285866666667,-1551.99644
KR10,2025-03-09,2025-03-W2,29,-947.2871420689655,-27471.32712
KR10,2025-03-10,2025-03-W3,28,-3741.597623928571,-104764.73346999999
KR10,2025-03-12,2025-03-W3,1,0.02002,0.02002
KR10,2025-03-13,2025-03-W3,25,702.6657912000001,17566.644780000002
KR10,2025-03-14,2025-03-W3,28,-710.4950860714287,-19893.86241
KR10,2025-03-15,2025-03-W3,79,651.0251382278482,51430.98592000001
KR10,2025-03-16,2025-03-W3,16,1674.2434825,26787.89572
KR10,2025-03-17,2025-03-W4,58,-894.2890386206893,-51868.76423999998
KR10,2025-03-20,2025-03-W4,32,186.83017906249995,5978.565729999998
KR10,2025-03-21,2025-03-W4,25,-280.1068568,-7002.671420000001
KR10,2025-03-22,2025-03-W4,152,-130.72388743421052,-19870.03089
KR10,2025-03-23,2025-03-W4,17,-72.12152352941186,-1226.0659000000016
KR10,2025-03-24,2025-03-W5,41,-9316.660467317075,-381983.0791600001
KR10,2025-03-27,2025-03-W5,67,-10260.81001716418,-687474.27115
KR10,2025-03-28,2025-03-W5,23,1240.8244452173915,28538.962240000004
KR10,2025-03-29,2025-03-W5,109,5459.856419999999,595124.3497799999
KR10,2025-03-30,2025-03-W5,23,14406.714532608696,331354.43425
KR10,2025-03-31,2025-04-W1,115,12494.050741043478,1436815.83522
KR10,2025-04-03,2025-04-W1,26,-5334.789766538462,-138704.53393
KR10,2025-04-04,2025-04-W1,63,-1227.7141346031747,-77345.99048000001
KR10,2025-04-05,2025-04-W1,62,-357.985314516129,-22195.0895
KR10,2025-04-06,2025-04-W1,4,204.59600500000005,818.3840200000002
KR10,2025-04-07,2025-04-W2,27,-919.1561514814815,-24817.21609
KR10,2025-04-10,2025-04-W2,38,-4254.122245526316,-161656.64533
KR10,2025-04-11,2025-04-W2,7,794.2785985714288,5559.950190000001
KR10,2025-04-12,2025-04-W2,110,-527.1610241818181,-57987.71266
KR10,2025-04-13,2025-04-W2,11,-380.50424090909115,-4185.546650000003
KR10,2025-04-14,2025-04-W3,43,-129.58278860465109,-5572.059909999996
KR10,2025-04-17,2025-04-W3,35,-2939.513623142857,-102882.97681
KR10,2025-04-18,2025-04-W3,20,-529.8778735,-10597.55747
KR10,2025-04-19,2025-04-W3,135,-183.5723314074074,-24782.26474
KR10,2025-04-20,2025-04-W3,20,-1159.3769014999993,-23187.53802999999
KR10,2025-04-21,2025-04-W4,25,-5021.991470800001,-125549.78677
KR10,2025-04-24,2025-04-W4,36,-4368.164449722221,-157253.92018999998
KR10,2025-04-25,2025-04-W4,70,-50036.87249142858,-3502581.0744000003
KR10,2025-04-26,2025-04-W4,133,1097.1042018796993,145914.85885000002
KR10,2025-04-27,2025-04-W4,22,4732.762896363637,104120.78372
KR10,2025-04-28,2025-05-W1,142,19728.669505704223,2801471.06981
KR10,2025-05-02,2025-05-W1,60,-6219.382701166667,-373162.96207
KR10,2025-05-03,2025-05-W1,41,-607.107430487805,-24891.404650000004
KR10,2025-05-04,2025-05-W1,56,-3026.161095714286,-169465.02136
KR10,2025-05-08,2025-05-W2,28,-242.2231832142857,-6782.24913
KR10,2025-05-09,2025-05-W2,47,-1568.8263655319147,-73734.83918
KR10,2025-05-10,2025-05-W2,109,-1191.9532233944954,-129922.90135
KR10,2025-05-11,2025-05-W2,45,520.617095111111,23427.769279999997
KR10,2025-05-12,2025-05-W3,35,-546.2707382857143,-19119.47584
KR10,2025-05-15,2025-05-W3,8,6494.587586250001,51956.700690000005
KR10,2025-05-16,2025-05-W3,27,-1285.3055985185185,-34703.25116
KR10,2025-05-17,2025-05-W3,105,-6.195541714285715,-650.5318800000001
KR10,2025-05-18,2025-05-W3,22,-4999.027600454546,-109978.60721
KR10,2025-05-19,2025-05-W4,54,-2823.367434259259,-152461.84144999998
KR10,2025-05-22,2025-05-W4,59,-461.595823559322,-27234.153589999998
KR10,2025-05-23,2025-05-W4,49,-1777.7370136734696,-87109.11367
KR10,2025-05-24,2025-05-W4,184,-410.4248977173913,-75518.18118
KR10,2025-05-25,2025-05-W4,18,-67409.43081222221,-1213369.7546199998
KR10,2025-05-26,2025-06-W1,56,-3800.1610414285715,-212809.01832
KR10,2025-05-30,2025-06-W1,52,2773.3845655769233,144215.99741
KR10,2025-05-31,2025-06-W1,171,15945.607363274854,2726698.85912
KR10,2025-06-01,2025-06-W1,9,1220.9490500000002,10988.54145
KR10,2025-06-02,2025-06-W2,36,620.896750277778,22352.283010000006
KR10,2025-06-03,2025-06-W2,1,454.4176199999999,454.4176199999999
KR10,2025-06-05,2025-06-W2,41,-812.86504,-33327.46664
KR10,2025-06-07,2025-06-W2,32,-290.2172334375,-9286.95147
KR10,2025-06-08,2025-06-W2,10,710.7038289999999,7107.0382899999995
KR10,2025-06-09,2025-06-W3,26,1224.4779715384611,31836.42725999999
KR10,2025-06-12,2025-06-W3,46,486.3577602173913,22372.45697
KR10,2025-06-13,2025-06-W3,31,-1004.5144951612903,-31139.94935
KR10,2025-06-14,2025-06-W3,85,858.2637196470588,72952.41617
KR10,2025-06-15,2025-06-W3,15,8025.966992666666,120389.50488999998
KR10,2025-06-16,2025-06-W4,35,-293.73955714285717,-10280.8845
KR10,2025-06-19,2025-06-W4,34,-1398.4854970588235,-47548.5069
KR10,2025-06-20,2025-06-W4,41,935.4336248780489,38352.778620000005
KR10,2025-06-21,2025-06-W4,160,-99.39379425,-15903.00708
KR10,2025-06-22,2025-06-W4,36,585.2381705555555,21068.574139999997
KR10,2025-06-23,2025-06-W5,51,18956.764815686278,966795.0056000001
KR10,2025-06-26,2025-06-W5,68,-37050.402312205886,-2519427.35723
KR10,2025-06-27,2025-06-W5,38,-1275.7322155263157,-48477.82419
KR10,2025-06-28,2025-06-W5,143,-2554.830288321678,-365340.73123
KR10,2025-06-29,2025-06-W5,27,12502.23769,337560.41763
KR10,2025-06-30,2025-07-W1,127,20195.89237551181,2564878.33169
KR10,2025-07-03,2025-07-W1,40,643.293358,25731.73432
KR10,2025-07-04,2025-07-W1,33,-33.18999757575758,-1095.2699200000002
KR10,2025-07-05,2025-07-W1,102,33.56515186274512,3423.6454900000017
KR10,2025-07-06,2025-07-W1,16,-56.192578750000195,-899.0812600000031
KR10,2025-07-07,2025-07-W2,65,-1758.200953076923,-114283.06195
KR10,2025-07-10,2025-07-W2,48,-1879.0271458333334,-90193.303
KR10,2025-07-11,2025-07-W2,35,3157.757573142857,110521.51505999999
KR10,2025-07-12,2025-07-W2,118,-470.55622288135595,-55525.634300000005
KR10,2025-07-13,2025-07-W2,24,453.6853741666667,10888.448980000001
KR10,2025-07-14,2025-07-W3,23,-433.7505313043479,-9976.26222
KR10,2025-07-17,2025-07-W3,29,-393.3495327586206,-11407.136449999998
KR10,2025-07-18,2025-07-W3,17,73.62264764705881,1251.5850099999998
KR10,2025-07-19,2025-07-W3,119,37.00119487394958,4403.14219
KR10,2025-07-20,2025-07-W3,37,2540.2670021621616,93989.87907999998
KR10,2025-07-21,2025-07-W4,32,-1233.65736875,-39477.0358
KR10,2025-07-24,2025-07-W4,48,-5689.452451249999,-273093.71765999997
KR10,2025-07-25,2025-07-W4,63,-69982.48225873016,-4408896.3823
KR10,2025-07-26,2025-07-W4,132,-118.20109659090907,-15602.544749999997
KR10,2025-07-27,2025-07-W4,22,-13969.960302727273,-307339.12666
KR10,2025-07-28,2025-08-W1,79,18460.124293797468,1458349.8192099999
KR10,2025-07-31,2025-08-W1,89,19781.0923447191,1760517.21868
KR10,2025-08-01,2025-08-W1,21,522.870400952381,10980.278420000002
KR10,2025-08-02,2025-08-W1,64,-1461.840700625,-93557.80484
KR10,2025-08-03,2025-08-W1,42,-318.675440952381,-13384.368520000002
KR10,2025-08-04,2025-08-W2,31,-19816.877388709676,-614323.1990499999
KR10,2025-08-07,2025-08-W2,56,30.77615946428571,1723.4649299999996
KR10,2025-08-08,2025-08-W2,32,-1527.8423115624998,-48890.953969999995
KR10,2025-08-09,2025-08-W2,95,-38.4695845263158,-3654.610530000001
KR10,2025-08-10,2025-08-W2,30,-5524.549207000001,-165736.47621000002
KR10,2025-08-11,2025-08-W3,36,-2754.131722777778,-99148.74202000002
KR10,2025-08-14,2025-08-W3,15,-1781.8425793333333,-26727.63869
KR10,2025-08-16,2025-08-W3,58,-844.2548424137931,-48966.78086
KR10,2025-08-17,2025-08-W3,6,-783.0273900000002,-4698.164340000001
KR10,2025-08-18,2025-08-W4,11,11601.888619090909,127620.77481
KR10,2025-08-21,2025-08-W4,35,2229.6766311428573,78038.68209
KR10,2025-08-22,2025-08-W4,52,-877.6206301923078,-45636.27277
KR10,2025-08-23,2025-08-W4,160,736.1358467499999,117781.73547999999
KR10,2025-08-24,2025-08-W4,27,-90230.82415518518,-2436232.25219
KR10,2025-08-25,2025-08-W5,48,-3137.831174375,-150615.89637
KR10,2025-08-28,2025-08-W5,43,-2493.3616023255818,-107214.54890000001
KR10,2025-08-29,2025-08-W5,57,-4407.529887894737,-251229.20361
KR10,2025-08-30,2025-08-W5,101,2400.0798182178214,242408.06163999997
KR10,2025-08-31,2025-08-W5,92,27694.776686195655,2547919.45513
KR10,2025-09-01,2025-09-W1,38,-3710.543409473684,-141000.64956
KR10,2025-09-04,2025-09-W1,60,-661.0593133333333,-39663.5588
KR10,2025-09-05,2025-09-W1,65,-2268.232770153846,-147435.13006
KR10,2025-09-06,2025-09-W1,56,-167.35856214285718,-9372.079480000002
KR10,2025-09-07,2025-09-W1,22,1265.09202,27832.02444
KR10,2025-09-08,2025-09-W2,32,142.8778384375,4572.09083
